Wall time,Step,Value
1542030080.7704046,25,13.631266593933105
1542030097.8753133,30,13.475199699401855
1542030164.268358,50,12.941520690917969
1542030180.8603742,55,12.826786041259766
1542030214.1708243,65,12.603611946105957
1542030230.6703048,70,12.492725372314453
1542030247.1497905,75,12.389147758483887
1542030280.2843614,85,12.181535720825195
1542030296.6067934,90,12.081498146057129
1542030313.000973,95,11.982637405395508
1542030329.4423115,100,11.881232261657715
1542030395.8493056,120,11.502203941345215
1542030545.6555102,165,10.688010215759277
1542030562.6003184,170,10.603102684020996
1542030595.5744963,180,10.43437385559082
1542030645.2619593,195,10.186714172363281
1542030661.9770408,200,10.107511520385742
1542030695.4476998,210,9.947039604187012
1542030727.7552085,220,9.787166595458984
1542030744.380783,225,9.712719917297363
1542030777.7770634,235,9.558877944946289
1542030810.6501036,245,9.408628463745117
1542030827.5115535,250,9.333805084228516
1542030877.453703,265,9.123129844665527
1542030894.277958,270,9.049703598022461
1542030910.832282,275,8.975464820861816
1542030927.6785302,280,8.907883644104004
1542030944.185391,285,8.837381362915039
1542030994.0739532,300,8.63418960571289
1542031010.6355941,305,8.564865112304688
1542031044.0305607,315,8.439788818359375
1542031077.7932005,325,8.304715156555176
1542031094.1348348,330,8.247533798217773
1542031110.625044,335,8.177311897277832
1542031130.0176952,340,8.461585998535156
1542031179.913124,355,8.272305488586426
1542031196.7205403,360,8.217045783996582
1542031213.4441226,365,8.156526565551758
1542031230.1360009,370,8.093465805053711
1542031263.3964179,380,7.981015205383301
1542031312.910686,395,7.807514190673828
1542031395.9329555,420,7.532378673553467
1542031412.5092793,425,7.478217601776123
1542031428.747557,430,7.420316696166992
1542031445.0976706,435,7.374435901641846
1542031461.663808,440,7.320239543914795
1542031478.4794555,445,7.264533519744873
1542031561.5796232,470,7.0113396644592285
1542031694.8507457,510,6.634047508239746
1542031744.8888953,525,6.495383262634277
1542031761.1421618,530,6.445228099822998
1542031877.6609151,565,6.1554856300354
1542031928.1787424,580,6.071783065795898
1542031961.1495736,590,5.979452610015869
1542031978.020112,595,5.922702789306641
1542031994.6747925,600,5.865008354187012
1542032060.8599005,620,5.800167560577393
1542032077.2163844,625,5.5064287185668945
1542032093.392382,630,5.607728004455566
1542032143.2046373,645,5.389365196228027
1542032159.780064,650,5.454944610595703
1542032209.5873399,665,5.164341449737549
1542032278.5047953,685,5.565544128417969
1542032311.815198,695,5.209733963012695
1542032345.3644478,705,5.230907440185547
1542032362.794582,710,5.206649303436279
1542032380.1550086,715,5.410630702972412
1542032397.4601164,720,5.410962104797363
1542032463.0409384,740,5.083690166473389
1542032496.6085224,750,4.807302951812744
1542032546.5441754,765,4.7892656326293945
1542032563.026458,770,4.938159942626953
1542032580.0136323,775,4.794023513793945
1542032613.8941813,785,4.723800182342529
1542032630.798231,790,4.524672985076904
1542032647.3685112,795,4.8154988288879395
1542032697.6051657,810,4.435210227966309
1542032731.1996262,820,4.064502239227295
1542032748.1068814,825,4.202332019805908
1542032781.2188544,835,4.157955169677734
1542032797.8694553,840,4.316401481628418
1542032848.2568905,855,4.554961204528809
1542032931.5970643,880,4.035985946655273
1542032948.2876942,885,4.13178825378418
1542032964.9161966,890,3.825565814971924
1542032998.5437758,900,3.9349710941314697
1542033048.4074085,915,3.7106332778930664
1542033081.8316345,925,3.8565027713775635
1542033098.470931,930,3.9115123748779297
1542033132.0302567,940,3.865555763244629
1542033165.7801774,950,3.681706190109253
1542033182.3210459,955,3.59550142288208
1542033300.211445,990,3.6157617568969727
1542033369.891,1010,4.056404113769531
1542033437.1648395,1030,3.9698264598846436
1542033453.4157887,1035,3.684692859649658
1542033469.7069926,1040,3.5497758388519287
1542033535.2813306,1060,3.6299588680267334
1542033584.8201706,1075,3.722111701965332
1542033634.5877147,1090,3.5227582454681396
1542033651.0994923,1095,3.300585985183716
1542033701.5958817,1110,3.4458794593811035
1542033718.4110749,1115,3.350877285003662
1542033751.6925573,1125,3.090184211730957
1542033768.7770002,1130,3.5343034267425537
1542033785.3673174,1135,3.546701431274414
1542033818.36186,1145,3.1124510765075684
1542033868.4309313,1160,3.092442035675049
1542033885.3244255,1165,3.2861263751983643
1542033902.1279793,1170,3.371887683868408
1542033952.9553735,1185,3.1703615188598633
1542034003.3851848,1200,3.0271246433258057
1542034085.7663982,1225,3.1051015853881836
1542034119.1474085,1235,3.3098304271698
1542034151.8211956,1245,3.0054092407226562
1542034168.162095,1250,3.169964551925659
1542034251.5902398,1275,3.1020777225494385
1542034302.294569,1290,3.1140615940093994
1542034320.2133517,1295,3.041762590408325
1542034337.7306118,1300,2.9694738388061523
1542034355.2556603,1305,2.9558660984039307
1542034390.308254,1315,3.076259136199951
1542034458.4202917,1335,2.947981119155884
1542034494.984252,1345,3.1360950469970703
1542034529.0751908,1355,2.9561827182769775
1542034563.7890308,1365,2.9042656421661377
1542034650.4446428,1390,3.0679214000701904
1542034684.779877,1400,3.303833484649658
1542034754.1084068,1420,2.8851304054260254
