Wall time,Step,Value
1542250493.1353598,25,12.267374992370605
1542250692.9978187,90,10.823564529418945
1542250784.5899312,120,10.277936935424805
1542251030.5982935,200,8.972036361694336
1542251060.7644408,210,8.823230743408203
1542251107.0205946,225,8.6070556640625
1542251229.1579223,265,8.053576469421387
1542251275.5322943,280,7.854332447052002
1542251507.5731838,355,6.9493632316589355
1542251554.157592,370,6.785655498504639
1542251861.72874,470,5.788274765014648
1542251985.0042284,510,5.4350385665893555
1542252046.7349327,530,5.27114200592041
1542252353.4932287,630,4.507102966308594
1542252553.8392758,695,4.132931709289551
1542252801.0170565,775,3.7011594772338867
1542252847.5370622,790,3.633157730102539
1542252987.0750492,835,3.4303574562072754
1542253157.2785,890,3.2344794273376465
1542253234.3649907,915,3.121704578399658
1542253265.6655169,925,3.083078384399414
1542253281.275289,930,3.042708396911621
1542253343.4048972,950,2.9797348976135254
1542253607.6136358,1035,2.6489264965057373
1542253855.5870774,1115,2.60943865776062
1542253948.5339818,1145,2.555495262145996
1542254026.7255228,1170,2.4329898357391357
1542254256.0711768,1245,2.2371981143951416
1542254350.4604876,1275,2.4297642707824707
1542254427.8938928,1300,2.2524352073669434
1542254535.02967,1335,2.2452328205108643
1542254596.5315537,1355,2.2527594566345215
1542254627.326436,1365,2.2619261741638184
1542254919.4865932,1460,2.0865745544433594
1542255164.6948626,1540,1.9480551481246948
1542255195.4570522,1550,1.8030517101287842
1542255319.6287215,1590,2.008913278579712
1542255505.4969003,1650,1.944657564163208
1542255645.4269392,1695,1.9914448261260986
1542255769.2649305,1735,1.7365162372589111
1542256016.7053502,1815,1.7597380876541138
1542256078.3005884,1835,1.6939421892166138
1542256921.2768898,2105,1.5365674495697021
1542256936.740726,2110,1.5006804466247559
1542257201.9730446,2195,1.6220567226409912
1542257233.2775598,2205,1.528957724571228
1542257248.9906838,2210,1.4346412420272827
1542257295.0577445,2225,1.567970633506775
1542257525.8882976,2300,1.355489730834961
1542257571.985414,2315,1.5905821323394775
1542257587.2562337,2320,1.5389317274093628
1542257741.1339476,2370,1.2996846437454224
1542258005.3359618,2455,1.422744870185852
1542258035.5836277,2465,1.436589241027832
1542258364.3966558,2570,1.6495038270950317
1542258411.6698644,2585,1.4669091701507568
1542258535.8901865,2625,1.366422176361084
1542258630.4290273,2655,1.476383924484253
1542258707.4252064,2680,1.3764376640319824
1542258800.5022385,2710,1.518137812614441
1542258877.1069992,2735,1.3175175189971924
1542259030.9258192,2785,1.3408030271530151
1542259124.0163827,2815,1.3690332174301147
1542259278.4704096,2865,1.3373253345489502
1542259373.369768,2895,1.4566890001296997
1542259404.5921862,2905,1.4020391702651978
1542259484.2190216,2930,1.3344206809997559
1542259500.066998,2935,1.292286992073059
1542259735.9072158,3010,1.2712255716323853
1542260018.0815716,3100,1.547642707824707
1542260048.8081777,3110,1.2090507745742798
1542260237.5646262,3170,1.2716257572174072
1542260349.0255165,3205,1.2701746225357056
1542260365.0862865,3210,1.1821231842041016
1542260396.5800211,3220,1.1821260452270508
1542260443.776932,3235,1.2522772550582886
1542260475.8224697,3245,1.3021677732467651
1542260664.615125,3305,1.4564579725265503
1542260822.9467187,3355,1.435333013534546
1542260870.354921,3370,1.115342617034912
1542261011.335979,3415,1.2780804634094238
1542261090.7567942,3440,1.0469080209732056
1542261503.066778,3570,1.2443814277648926
1542261566.4129188,3590,1.151329517364502
1542261629.1947098,3610,1.114959955215454
1542261644.537193,3615,1.1377874612808228
1542261756.2083893,3650,1.1802401542663574
1542261898.4206042,3695,1.1785446405410767
1542261961.5688727,3715,1.2577290534973145
1542262024.5930426,3735,1.147342562675476
1542262102.3768964,3760,1.256349802017212
1542262165.0000098,3780,1.1912541389465332
1542262307.876053,3825,1.3179675340652466
1542262370.1362917,3845,1.2652533054351807
1542262385.8950877,3850,1.2396299839019775
1542262401.7788084,3855,1.2899994850158691
1542262433.282378,3865,1.1397234201431274
1542262541.5273142,3900,1.2572357654571533
1542262619.5839207,3925,1.1912894248962402
1542262649.9652598,3935,1.2088204622268677
1542262727.6009007,3960,1.3993194103240967
1542262759.0862472,3970,1.2823830842971802
1542262821.4893184,3990,1.162540078163147
1542262884.4843993,4010,1.343315839767456
1542262977.0717795,4040,1.3476834297180176
1542262992.3798544,4045,1.2013328075408936
1542263351.011032,4160,1.0975191593170166
1542263413.720132,4180,1.0610569715499878
1542263927.1296265,4345,1.1420247554779053
1542264005.3757908,4370,1.2230579853057861
1542264036.6557372,4380,1.3008228540420532
1542264129.1403887,4410,1.1433930397033691
1542264253.7466412,4450,1.1385691165924072
1542264346.8742163,4480,1.0469619035720825
1542264409.0961008,4500,1.2200192213058472
1542264518.338817,4535,1.2045561075210571
1542264549.5958571,4545,0.9035418033599854
1542264642.0501335,4575,1.0349924564361572
1542264672.7429194,4585,1.3666564226150513
1542264889.632346,4655,1.106902837753296
1542264905.301968,4660,1.136083960533142
1542265059.0325372,4710,1.0256810188293457
1542265105.104,4725,1.3818598985671997
1542265244.4619126,4770,0.9596554636955261
1542265306.591177,4790,1.0712695121765137
1542265368.6117592,4810,0.9459224343299866
1542265507.2578065,4855,1.0085258483886719
1542265522.7204087,4860,1.1947565078735352
